"index","pid","product","size_layout","color","community_ref","x","y"
711,3302,"Mixed odoriferous substances - food & drink industrie",17.30615234375,"#9c219c",8,1374.96826172,2111.73925781
712,6116,"Gloves impregnated or coated with plastic,rubber, kni",15.2470703125,"#99ffff",7,1350.72497559,2590.12011719
713,3005,"Medical dressings etc. having an adhesive layer",15.7119140625,"#299fff",2,1756.99023438,2159.28942871
714,3103,"Superphosphates, in packs >10 kg",15.466796875,"#9c219c",8,1087.52758789,2237.87353516
715,7508,"Articles of nickel, nes",15.01806640625,"#299fff",2,1494.03222656,2192.1105957
716,8420,"Calendering or rolling machines, not. for metals/glas",15.0400390625,"#299fff",2,1587.0958252,2829.31884766
717,9017,"Drafting tables and machines",15.146728515625,"#299fff",2,1763.76757812,2634.28930664
718,7113,"Jewellery and parts, silver, including plated silver",21.661865234375,"#330000",3,2845.0723877,2499.36193848
719,8464,"Sawing machines for stone, ceramics and glass",15.4039306640625,"#299fff",2,1576.1449585,2860.97045898
720,3303,"Perfumes and toilet waters",16.88232421875,"#6e451e",5,1711.65283203,2878.21142578
721,7311,"Containers for compressed/liquefied gas, iron or stee",15.390380859375,"#33cc00",4,2795.79724121,2409.47839355
722,8447,"Circular knitting machines, diameter < 165 mm",15.3612060546875,"#0576a6",1,1480.33685303,2841.9128418
723,8446,"Machines for weaving fabric, width < 30 cm",15.128173828125,"#299fff",2,1675.17553711,2882.08789062
724,7224,"Ingots, primary forms of alloy steel, except stainles",15.631103515625,"#299fff",2,1568.26379395,2214.25170898
725,4203,"Articles of apparel of leather or composition leather",16.16015625,"#6e451e",5,2062.93603516,1922.89245605
726,2918,"Lactic acid, its salts & esters",15.8359375,"#9c219c",8,1266.42541504,2354.59790039
727,2930,"Dithiocarbonates (xanthates)",16.27685546875,"#9c219c",8,1246.40722656,2139.20849609
728,1803,"Cocoa paste not defatted",15.12060546875,"#d1ff00",11,2799.1496582,2155.12939453
729,1805,"Cocoa powder, unsweetened",15.0205078125,"#d1ff00",11,2843.04614258,2177.83666992
730,6305,"Sacks & bags, packing, of jute or other bast fibres",15.355224609375,"#33cc00",4,2552.20715332,2403.89257812
731,7310,"Tank, cask or container, iron/steel, capacity 50-300l",15.70068359375,"#ff0000",12,2352.19824219,2410.25952148
732,3401,"Soaps, for toilet use, solid",15.76123046875,"#ff0000",12,2464.42993164,2348.85095215
733,4819,"Cartons, boxes & cases, of corrugated paper or board",17.64794921875,"#ff0000",12,2426.63891602,2408.41674805
734,1704,"Chewing gum containing sugar, except medicinal",16.088134765625,"#bf8845",10,2451.98522949,2406.33666992
735,2001,"Cucumbers,gherkins, prepared or preserved by vinegar",15.09423828125,"#bf8845",10,2442.14550781,2346.54907227
736,4818,"Toilet paper",17.970458984375,"#ff0000",12,2331.75622559,2396.92895508
737,8418,"Combined refrigerator-freezers, two door",20.997314453125,"#ff0000",12,2286.65075684,2395.37744141
738,4811,"Paper, tarred, bituminised or asphalted, nes",17.619873046875,"#299fff",2,1835.94372559,2361.20483398
739,3912,"Cellulose acetates, non-plasticised, in primary forms",15.5733642578125,"#9c219c",8,1359.18426514,2181.90869141
740,3403,"Lubricant <70% petroleum oil, textile or leather use",15.8436279296875,"#9c219c",8,1323.57757568,2243.80493164
741,2914,"Acetone",15.7808837890625,"#9c219c",8,1246.48382568,2212.06030273
742,8414,"Vacuum pumps",24.205078125,"#299fff",2,1762.55834961,2495.2956543
743,9003,"Frames & mountings for spectacles etc, of plastic",15.51806640625,"#0576a6",1,1443.5769043,2838.43383789
744,9004,"Sunglasses",15.7530517578125,"#0576a6",1,1489.6572876,2904.74194336
745,8511,"Spark plugs",17.2659912109375,"#299fff",2,1802.41339111,2482.38842773
746,8710,"Tanks and other armoured fighting vehicles",15.29052734375,"#299fff",2,1731.7376709,2786.37841797
747,8802,"Helicopters of an unladen weight < 2,000 kg",34.047119140625,"#299fff",2,1760.65869141,2880.84033203
748,8803,"Aircraft propellers, rotors and parts thereof",25.6973876953125,"#0576a6",1,1330.29730225,2937.18359375
749,8907,"Inflatable rafts",15.029296875,"#299fff",2,1694.58349609,1979.31530762
750,9114,"Clock or watch springs, including hair-springs",15.093017578125,"#0576a6",1,1368.53918457,2757.22143555
751,8602,"Rail locomotives, diesel-electric",15.236572265625,"#299fff",2,1872.01281738,2694.48339844
752,8906,"Warships, lifeboats, hospital ships, vessels nes",15.2763671875,"#299fff",2,1899.80847168,2709.69799805
753,8709,"Work trucks, electrically powered",15.0902099609375,"#299fff",2,1838.58746338,2607.14257812
754,2804,"Hydrogen",17.395263671875,"#330000",3,1740.14001465,2070.22692871
755,4902,"Newspapers, journals and periodicals, > 3 issues/week",15.955810546875,"#ff0000",12,2181.24328613,2511.59741211
756,7605,"Wire, aluminium, not alloyed, t > 7mm",15.394775390625,"#9c9a87",9,1544.10131836,2150.68847656
757,6804,"Stones for milling, grinding or pulping",15.412109375,"#299fff",2,1672.75964355,2307.12963867
758,6212,"Brassieres and parts thereof",16.15869140625,"#33cc00",4,2740.34472656,2356.38000488
759,6405,"Footwear, nes, uppers leather",15.248291015625,"#33cc00",4,2565.36853027,2336.98999023
760,6210,"Garments made up of textile felts and nonwoven fabric",15.94970703125,"#33cc00",4,2706.94580078,2356.30883789
761,6211,"Mens, boys swimwear, not knit",16.2353515625,"#33cc00",4,2649.05273438,2296.61352539
762,6206,"Womens, girls blouses & shirts, of silk, not knit",16.64208984375,"#33cc00",4,2713.65795898,2324.57531738
763,6208,"Womens, girls slips etc, of manmade fibres, not knit",15.240478515625,"#33cc00",4,2573.0357666,2386.66845703
764,6201,"Mens, boys overcoats of wool or hair, not knit",16.300048828125,"#33cc00",4,2608.59069824,2283.20043945
765,6205,"Mens, boys shirts, of wool or hair, not knit",16.882568359375,"#33cc00",4,2700.84216309,2420.22070312
766,8402,"Water tube boilers, steam production < 45T per hour",15.919189453125,"#299fff",2,1999.02966309,2205.92358398
767,9102,"Wrist-watch, base-metal case, battery, with hands",17.438720703125,"#6e451e",5,2827.28991699,2793.72900391
768,8306,"Bells, gongs and the like, of base metal",15.150390625,"#6e451e",5,2795.71118164,2777.66088867
769,9032,"Thermostats",19.140625,"#299fff",2,1634.69165039,2421.40380859
770,8439,"Machinery for pulping fibrous cellulosic material",15.80615234375,"#299fff",2,1481.42297363,2402.36572266
771,8424,"Fire extinguishers, whether or not charged",17.359130859375,"#299fff",2,1596.65466309,2418.37207031
772,6406,"Footwear uppers and parts thereof, except stiffeners",15.836669921875,"#33cc00",4,2667.59655762,2272.57617188
773,9401,"Seats, aircraft",23.50830078125,"#299fff",2,2067.59277344,2351.28295898
774,8546,"Electrical insulators of glass",15.2147216796875,"#299fff",2,2029.38140869,2339.94482422
775,8431,"Parts of hoists and winches",25.504638671875,"#299fff",2,1959.37390137,2327.40332031
776,4001,"Natural rubber latex, including prevulcanised",17.75634765625,"#d1ff00",11,2841.31298828,2238.31652832
777,1513,"Coconut (copra) oil crude",15.68798828125,"#d1ff00",11,2875.66503906,2208.30615234
778,8536,"Electrical fuses, for < 1,000 volts",26.74951171875,"#299fff",2,1971.09997559,2365.93823242
779,8468,"Torches, hand-held, for soldering/brazing/welding",15.07275390625,"#299fff",2,1704.4519043,2297.71777344
780,8302,"Hinges of base metal",18.747802734375,"#299fff",2,1936.30090332,2358.37670898
781,8301,"Padlocks of base metal",16.421630859375,"#299fff",2,1929.06445312,2295.48217773
782,4016,"Articles of cellular rubber",17.93408203125,"#299fff",2,1859.64953613,2324.97363281
783,4008,"Plate, sheet, strip of vulcanised cellular rubber",15.4229736328125,"#299fff",2,1862.38873291,2351.72558594
784,4005,"Compounded (carbon black, silica) unvulcanised rubber",15.8497314453125,"#299fff",2,1866.76483154,2448.66943359
785,9405,"Chandeliers, other electric ceiling or wall lights",19.22607421875,"#299fff",2,1892.65075684,2325.73144531
786,7307,"Pipe fittings of non-malleable cast iron",17.914306640625,"#299fff",2,1759.2253418,2338.48095703
787,7009,"Rear-view mirrors for vehicles",15.4732666015625,"#299fff",2,1722.26483154,2523.22729492
788,6111,"Babies garments, accessories of wool or hair, knit",15.755126953125,"#33cc00",4,2692.95349121,2396.05981445
789,8434,"Milking machines",15.164794921875,"#299fff",2,1941.10351562,2470.04370117
790,4810,"Paper, fine, woodfree, <150 g/m2, clay coated",20.182861328125,"#299fff",2,1472.39367676,2344.1159668
791,3821,"Prepared culture media for developing micro-organisms",15.0057373046875,"#9c219c",8,1315.80853271,2157.58239746
792,8438,"Bakery and pasta making machinery",16.612548828125,"#299fff",2,1978.58178711,2390.81738281
793,4009,"Rubber tube, pipe or hose not reinforced, no fittings",16.0736083984375,"#299fff",2,1777.59063721,2363.61206055
794,3305,"Hair shampoos",16.375244140625,"#730049",6,2083.73498535,2444.96557617
795,8903,"Inflatable pleasure craft",17.3138427734375,"#299fff",2,2033.86175537,2384.27929688
796,8701,"Pedestrian controlled tractors",23.170166015625,"#299fff",2,1822.73937988,2463.75463867
797,9406,"Prefabricated buildings",16.149169921875,"#ff0000",12,2243.27160645,2364.57006836
798,7411,"Pipes or tubes, refined copper",16.11181640625,"#299fff",2,1455.65405273,2412.1875
799,7320,"Leaf springs/leaves thereof, iron or steel",15.737548828125,"#299fff",2,1990.62072754,2312.30151367
800,4010,"Transmission belts etc, rubber, trapezoidal",15.693115234375,"#299fff",2,1804.07739258,2337.20947266
801,5703,"Carpets of wool or fine animal hair, tufted",15.84228515625,"#33cc00",4,2767.20483398,2686.64794922
802,6204,"Womens, girls suits, of wool or hair, not knit",22.95751953125,"#33cc00",4,2686.62402344,2340.7902832
803,6209,"Babies garments, accessories of wool or hair, not kni",15.253662109375,"#33cc00",4,2739.2376709,2393.78393555
804,1101,"Wheat or meslin flour",15.58935546875,"#d1ff00",11,2472.66162109,2234.08251953
805,2523,"Cement clinkers",16.82958984375,"#ff0000",12,2489.08007812,2358.26586914
806,1205,"Rape or colza seeds",16.2216796875,"#d1ff00",11,2018.63720703,2689.62646484
807,8403,"Central heating boilers nes",15.952392578125,"#299fff",2,1805.34912109,2534.47265625
808,1211,"Liquorice roots",15.14501953125,"#33cc00",4,2619.3359375,2326.36425781
809,6203,"Mens, boys suits, of wool or hair, not knit",20.844482421875,"#33cc00",4,2589.80847168,2313.7322998
810,1514,"Canola, rape, colza or mustard oil, crude",15.7783203125,"#d1ff00",11,2033.39660645,2658.56054688
811,3214,"Mastics, painters fillings",15.883544921875,"#730049",6,2005.08203125,2435.04199219
812,2834,"Nitrites of metals",15.0723876953125,"#9c9a87",9,2022.44012451,2832.60351562
813,2833,"Disodium sulphate",15.412109375,"#6e451e",5,1939.77111816,2786.98999023
814,4602,"Basketwork, wickerwork products of vegetable material",15.089111328125,"#33cc00",4,2796.84533691,2313.25305176
815,802,"Almonds in shell fresh or dried",16.146728515625,"#d1ff00",11,2370.95471191,2656.27612305
816,2520,"Gypsum, anhydride",15.029052734375,"#9c9a87",9,2388.15881348,2672.67980957
817,4102,"Sheep or lamb skins, raw, wool on, except Persian etc",15,"#d1ff00",11,2352.04052734,2621.54589844
818,901,"Coffee, not roasted, not decaffeinated",18.141357421875,"#d1ff00",11,2065.48474121,2917.87402344
819,4801,"Newsprint",16.588623046875,"#9c9a87",9,1434.46777344,2389.8269043
820,7110,"Platinum unwrought or in powder form",20.118408203125,"#330000",3,1040.30505371,2127.93005371
821,2822,"Cobalt oxides and hydroxides",15.0140991210938,"#330000",3,997.90982056,2125.12426758
822,2841,"Metallic aluminates",15.11328125,"#330000",3,1765.45422363,2096.16711426
823,2825,"Hydrazine and hydroxylamine, inorganic salts",15.597900390625,"#330000",3,1775.1072998,2043.27453613
824,5403,"Hi-ten yarn not sewing, viscose rayon, not retail",15.068603515625,"#299fff",2,1515.64099121,2695.42480469
825,2826,"Fluorides of ammonium or of sodium",15.006591796875,"#299fff",2,1504.04187012,2737.71508789
826,2836,"Ammonium carbonate (including commercial)",15.763671875,"#9c219c",8,1113.83874512,2044.60595703
827,2827,"Ammonium chloride",15.1884765625,"#9c219c",8,1144.25256348,2080.22119141
828,7305,"Pipe-line submerged arc welded steel diameter >406mm",17.199462890625,"#299fff",2,1599.65930176,2188.88769531
829,7201,"Pig iron, non-alloy, <0.5% phosphorus",16.21923828125,"#299fff",2,1595.00402832,2154.62817383
830,7209,"Cold rolled iron or non-alloy steel, coil, width >600mm, t >3mm, 355 mp",18.392333984375,"#330000",3,2196.73815918,2009.40112305
831,7202,"Ferro-manganese, >2% carbon",21.199951171875,"#330000",3,2228.26818848,1973.28704834
832,7207,"Rectangular iron or non-alloy steel bars, <.25%C, width< twice thicknes",22.220458984375,"#299fff",2,1560.39086914,2127.79321289
833,7205,"Granules of pig iron or spiegeleisen",15.1763916015625,"#299fff",2,1783.43060303,2718.27050781
834,7301,"Sheet piling of iron or steel",15.2421875,"#299fff",2,1822.14318848,2781.37158203
835,7210,"Flat rolled iron or non-alloy steel, coated with tin, w >600mm, t >0.5m",22.632568359375,"#330000",3,2249.23571777,2026.24658203
836,7214,"Bar/rod, iron or non-alloy steel, forged",19.868896484375,"#299fff",2,2206.59924316,2198.28979492
837,7213,"Hot rolled bar/rod grooved iron or non-alloy steel in irregular coils",17.4013671875,"#299fff",2,2207.19311523,2160.16577148
838,3405,"Polishes, creams etc. for footwear or leather",15.139404296875,"#730049",6,2052.83190918,2475.61694336
839,4201,"Saddlery and harness, of any material",15.0123291015625,"#6e451e",5,2016.86785889,1938.83660889
840,2803,"Carbon (carbon blacks and other forms of carbon, nes)",15.4254150390625,"#330000",3,1544.55560303,2201.77050781
841,6807,"Asphalt or similar material articles, in rolls",15.197509765625,"#299fff",2,1929.09777832,2666.99755859
842,2715,"Bituminous mix, mastic from asphalt, bitumen/tar/pitc",15.0347900390625,"#330000",3,1932.0692749,2711.39111328
843,2714,"Bituminous or oil shale and tar sands",15.0181884765625,"#330000",3,1929.05084229,2757.86035156
844,7408,"Wire of refined copper > 6mm wide",18.53857421875,"#330000",3,2193.75708008,1948.17895508
845,3901,"Polyethylene - specific gravity <0.94 in primary form",24.498779296875,"#9c9a87",9,2101.00476074,1870.97631836
846,2713,"Petroleum coke, not calcined",17.673095703125,"#330000",3,2154.29211426,1926.35449219
847,6912,"Ceramic housewares, except of porcelain or china",15.16943359375,"#299fff",2,2082.27416992,2098.98193359
848,8905,"Dredgers",18.29638671875,"#9c9a87",9,2025.08996582,2050.75665283
849,4015,"Rubber surgical gloves",15.57177734375,"#99ffff",7,1277.12121582,2805.48535156
850,4101,"Bovine skins, whole, raw",15.516845703125,"#d1ff00",11,2342.4407959,2577.6854248
851,4105,"Sheep or lamb skin leather, vegetable pre-tanned",15.079345703125,"#d1ff00",11,2344.48620605,2653.61877441
852,4104,"Bovine skin leather, whole",17.4658203125,"#d1ff00",11,2767.85546875,2241.10864258
853,4107,"Swine leather",15.021484375,"#d1ff00",11,2753.40649414,2281.59667969
854,7108,"Gold powder non-monetary",36.7177734375,"#330000",3,2316.3137207,2718.57165527
855,4705,"Semi-chemical wood pulp",15.10888671875,"#9c9a87",9,1310.89672852,1970.14428711
856,9402,"Dentists, barbers or similar chairs and parts",15.3115234375,"#299fff",2,1508.06738281,2267.46533203
857,6214,"Shawls, scarves, etc, of silk etc, not knit",15.2130126953125,"#6e451e",5,2008.98846436,1891.51245117
858,5105,"Carded wool",15.1156005859375,"#6e451e",5,2042.15533447,1838.62091064
859,4302,"Tanned or dressed mink furskins, whole, unassembled",15.071044921875,"#299fff",2,2130.70739746,2292.57568359
860,9113,"Watch straps etc & parts, of/clad with precious metal",15.02099609375,"#0576a6",1,1403.56079102,2786.24682617
861,4202,"Trunks, suit-cases/etc, outer surface leather",20.2587890625,"#0576a6",1,1416.61181641,2845.40795898
862,5510,"Yarn >85% artificial staple fibres, single, not retai",15.045166015625,"#6e451e",5,2062.95373535,1963.81732178
863,4303,"Articles of apparel & clothing accessories of furskin",15.0693359375,"#6e451e",5,2056.39941406,1873.63006592
864,4412,"Plywood 1 or 2 outer ply tropical hardwood (ply <6 mm",16.844970703125,"#330000",3,2301.65563965,2112.00366211
865,4407,"Lumber, coniferous (softwood) thickness < 6 mm",19.67626953125,"#330000",3,2268.70385742,2155.08666992
